CHROMOSOME	START	END	ELEMENT	SYMBOL
7	45816216	45819016	ENSG00000235955	CICP20
7	45843634	45843740	ENSG00000202350	RNU6-326P
7	45859994	45873082	ENSG00000283247	CCDC201
7	45888360	45893660	ENSG00000146678	IGFBP1
7	45912245	45921874	ENSG00000146674	IGFBP3
7	45997540	45998071	ENSG00000233952	FTLP15
7	45999621	46000778	ENSG00000221971	TTC4P1
7	32812757	32838570	ENSG00000231952	DPY19L1P2
7	32957404	33006930	ENSG00000122642	FKBP9
7	33001950	33002054	ENSG00000252821	RNU6-388P
7	33014130	33062796	ENSG00000122643	NT5C3A
7	33036212	33036382	ENSG00000229054	RPS29P14
7	33045798	33046090	ENSG00000241420	RN7SL505P
7	33177740	33177838	ENSG00000222741	RNA5SP229
7	33094797	33109405	ENSG00000164610	RP9
7	64794388	64833681	ENSG00000197008	ZNF138
7	64852397	64853354	ENSG00000182722	SEPHS1P1
7	64862999	64864370	ENSG00000213640	EEF1DP4
7	128671693	128687877	ENSG00000205085	FAM71F2
7	104328603	104908561	ENSG00000187416	LHFPL3
7	104667749	104669576	ENSG00000197258	EIF4BP6
7	104738597	104804107	ENSG00000226869	LHFPL3-AS1
7	104894628	104926645	ENSG00000225329	LHFPL3-AS2
7	104911928	104912193	ENSG00000243352	RN7SL8P
7	87833568	87876360	ENSG00000075303	SLC25A40
7	87876216	87909553	ENSG00000006634	DBF4
7	88205115	88226993	ENSG00000075142	SRI
7	88216660	88219226	ENSG00000254003	SRI-AS1
7	88270892	88306894	ENSG00000127954	STEAP4
7	87934143	88202889	ENSG00000008277	ADAM22
7	77310751	77416349	ENSG00000186088	GSAP
7	77461458	77462139	ENSG00000237620	GCNT1P5
7	77537295	77640069	ENSG00000127947	PTPN12
7	144000320	144008793	ENSG00000221813	OR6B1
7	19144782	19145421	ENSG00000146618	FERD3L
7	135092363	135170795	ENSG00000122783	CYREN
7	135128444	135129685	ENSG00000223500	RNF14P4
7	135148072	135166215	ENSG00000146859	TMEM140
7	135183839	135211555	ENSG00000105875	WDR91
7	135206994	135207078	ENSG00000277138	MIR6509
7	135246113	135317752	ENSG00000276067	SLC23A4P
7	12211270	12243367	ENSG00000106460	TMEM106B
7	12471352	12472545	ENSG00000236048	SSBL5P
7	12491095	12492004	ENSG00000203523	TAS2R2P
7	144153486	144158905	ENSG00000183122	OR2A3P
7	144176740	144177142	ENSG00000240621	OR2AO1P
7	144228244	144239605	ENSG00000212807	OR2A42
7	144250045	144256244	ENSG00000170356	OR2A20P
7	144257663	144264792	ENSG00000243896	OR2A7
7	144194858	144280547	ENSG00000244198	ARHGEF35-AS1
7	144272445	144286966	ENSG00000204959	ARHGEF34P
7	144294480	144300934	ENSG00000228960	OR2A9P
7	144300395	144356181	ENSG00000244479	OR2A1-AS1
7	144312419	144322737	ENSG00000221970	OR2A1
7	144355288	144380632	ENSG00000050327	ARHGEF5
7	144397240	144410227	ENSG00000106410	NOBOX
7	144434826	144435314	ENSG00000242978	PPIAP83
7	144451681	144451817	ENSG00000221507	RNU6ATAC40P
7	144048948	144058845	ENSG00000221836	OR2A5
7	144069811	144075870	ENSG00000221933	OR2A25
7	144077721	144077825	ENSG00000239967	OR2A41P
7	144086278	144098953	ENSG00000221858	OR2A12
7	144118461	144119360	ENSG00000239981	OR2A15P
7	144123176	144131188	ENSG00000221938	OR2A14
7	144142009	144142938	ENSG00000273234	OR2A13P
7	155644451	155781485	ENSG00000184863	RBM33
7	155799980	155812463	ENSG00000164690	SHH
7	156540491	156541103	ENSG00000279418	LINC00244
7	156640281	156677130	ENSG00000105982	RNF32
7	156654185	156659582	ENSG00000224903	RNF32-AS1
7	156668946	156893216	ENSG00000105983	LMBR1
7	156872078	156872218	ENSG00000206938	RNU4-31P
7	156949712	156973176	ENSG00000146909	NOM1
7	156994051	157010663	ENSG00000130675	MNX1
7	157006307	157007132	ENSG00000235029	MNX1-AS2
7	157010805	157016426	ENSG00000243479	MNX1-AS1
7	157192368	157192832	ENSG00000225224	RPS27AP12
7	44143213	44198170	ENSG00000106633	GCK
7	148580401	148580799	ENSG00000213210	RPL32P17
7	148590766	148615860	ENSG00000170279	C7orf33
7	148807257	148884321	ENSG00000106462	EZH2
7	148821012	148821073	ENSG00000251712	RNU7-20P
7	148890226	148890513	ENSG00000239468	RN7SL569P
7	148963315	148963410	ENSG00000252316	RNY4
7	148983755	148983856	ENSG00000202354	RNY3
7	148987136	148987248	ENSG00000201098	RNY1
7	148987527	148989432	ENSG00000281189	GHET1
7	149003062	149028662	ENSG00000155660	PDIA4
7	149033057	149033167	ENSG00000202528	RNU6-650P
7	149053961	149054173	ENSG00000234565	COX6B1P1
7	150944961	150978321	ENSG00000055118	KCNH2
7	77122434	77329533	ENSG00000135205	CCDC146
7	72697903	72697978	ENSG00000264494	MIR4650-2
7	72822894	72823171	ENSG00000266569	RN7SL377P
7	72841437	72841727	ENSG00000274656	RN7SL625P
7	72947581	72954790	ENSG00000106133	NSUN5P2
7	72959485	72969466	ENSG00000155428	TRIM74
7	72969696	73005922	ENSG00000174353	STAG3L3
7	73005541	73021103	ENSG00000229018	PMS2P7
7	73037371	73049246	ENSG00000273897	PMS2P8
7	73093657	73105389	ENSG00000174384	PMS2P6
7	73187969	73188736	ENSG00000233523	PHBP5
7	74843754	74890610	ENSG00000277072	STAG3L2
7	74894116	74897835	ENSG00000123965	PMS2P5
7	75203926	75204711	ENSG00000276592	PHBP6
7	75288120	75299795	ENSG00000276840	PMS2P10
7	75344015	75359550	ENSG00000278416	PMS2P2
7	6615610	6624290	ENSG00000236609	ZNF853
7	6637318	6658279	ENSG00000205903	ZNF316
7	6688433	6706947	ENSG00000164631	ZNF12
7	6710128	6753862	ENSG00000187953	PMS2CL
7	6715630	6720982	ENSG00000277327	SPDYE20P
7	73736094	73738852	ENSG00000106077	ABHD11
7	55019017	55211628	ENSG00000146648	EGFR
7	100949534	100968347	ENSG00000169894	MUC3A
7	101020072	101058859	ENSG00000169876	MUC17
7	101058299	101058567	ENSG00000222636	RN7SKP54
7	101085481	101097967	ENSG00000169871	TRIM56
7	27048169	27048628	ENSG00000213786	NHP2P2
7	27092993	27096000	ENSG00000105991	HOXA1
7	27095647	27100265	ENSG00000233429	HOTAIRM1
7	27100354	27102686	ENSG00000105996	HOXA2
7	27107777	27134302	ENSG00000253552	HOXA-AS2
7	27128507	27130780	ENSG00000197576	HOXA4
7	27129977	27155928	ENSG00000254369	HOXA-AS3
7	27141052	27143681	ENSG00000106004	HOXA5
7	27145396	27150603	ENSG00000106006	HOXA6
7	27153716	27157936	ENSG00000122592	HOXA7
7	27162438	27175180	ENSG00000078399	HOXA9
7	27168619	27171915	ENSG00000253187	HOXA10-AS
7	27169480	27169563	ENSG00000283745	MIR196B
7	27181157	27185232	ENSG00000005073	HOXA11
7	27184507	27189298	ENSG00000240990	HOXA11-AS
7	27193503	27200091	ENSG00000106031	HOXA13
7	27198575	27207259	ENSG00000243766	HOTTIP
7	27241429	27247229	ENSG00000253405	EVX1-AS
7	27242700	27250493	ENSG00000106038	EVX1
7	72558744	72828200	ENSG00000277149	TYW1B
7	73154938	73207283	ENSG00000233369	GTF2IP4
7	73220624	73235945	ENSG00000182487	NCF1B
7	73242751	73280119	ENSG00000214544	GTF2IRD2P1
7	73293497	73301161	ENSG00000205578	POM121B
7	73302516	73308826	ENSG00000130305	NSUN5
7	73312536	73328082	ENSG00000146755	TRIM50
7	73328161	73358637	ENSG00000077800	FKBP6
7	73339094	73339200	ENSG00000206709	RNU6-1080P
7	84876554	84876956	ENSG00000232605	HMGN2P11
7	84983556	84984506	ENSG00000229251	HNRNPA1P8
7	85027828	85029692	ENSG00000224059	HSPA8P16
7	84995553	85187056	ENSG00000153993	SEMA3D
7	74688864	74729001	ENSG00000232729	GTF2I-AS1
7	74741457	74742121	ENSG00000262648	PHBP15
7	74964705	75031528	ENSG00000274070	CASTOR2
7	75027122	75074228	ENSG00000274523	RCC1L
7	73433778	73436120	ENSG00000188763	FZD9
7	5031608	5037831	ENSG00000275328	SPDYE19P
7	5045821	5069487	ENSG00000146587	RBAK
7	20615667	20777038	ENSG00000004846	ABCB5
7	50444128	50542535	ENSG00000132436	FIGNL1
7	149872968	149891204	ENSG00000171130	ATP6V0E2
7	27739331	27844564	ENSG00000106052	TAX1BP1
7	143052341	143053282	ENSG00000225781	OR6V1
7	143935233	143936186	ENSG00000221910	OR2F2
7	144109583	144110539	ENSG00000221989	OR2A2
7	86643909	86864879	ENSG00000198822	GRM3
7	76461676	76505995	ENSG00000091073	DTX2
7	143026200	143027132	ENSG00000179468	OR9A2
7	99876062	99877033	ENSG00000244623	OR2AE1
7	128954180	129055173	ENSG00000064419	TNPO3
7	151207837	151210488	ENSG00000285480	H2BE1
7	5306790	5425414	ENSG00000182095	TNRC18
7	100969565	101018939	ENSG00000205277	MUC12
7	37683766	37833788	ENSG00000187037	GPR141
7	100400826	100428992	ENSG00000078487	ZCWPW1
7	143620952	143730410	ENSG00000170379	TCAF2
7	57117676	57139864	ENSG00000185177	ZNF479
7	7640711	7968020	ENSG00000219545	UMAD1
7	135681231	135729258	ENSG00000164707	SLC13A4
7	43608456	43729717	ENSG00000106603	COA1
7	123925237	123971414	ENSG00000106304	SPAM1
7	27106184	27152583	ENSG00000105997	HOXA3
7	2679522	2775500	ENSG00000174945	AMZ1
7	64228474	64266931	ENSG00000197123	ZNF679
7	64307459	64356634	ENSG00000234444	ZNF736
7	64355078	64356199	ENSG00000227986	TRIM60P18
7	64433830	64434592	ENSG00000232727	YWHAEP1
7	64443802	64444742	ENSG00000223845	VN1R40P
7	64469185	64470653	ENSG00000228014	ZNF680P1
7	64500825	64501729	ENSG00000228653	HNRNPCP7
7	64519878	64563075	ENSG00000173041	ZNF680
7	64551498	64552066	ENSG00000223974	BNIP3P42
7	64678954	64687393	ENSG00000271550	BNIP3P11
7	64679064	64679176	ENSG00000275667	MIR6839
7	64933273	64933616	ENSG00000223476	VN1R42P
7	150368189	150374044	ENSG00000214022	REPIN1
7	150368790	150398630	ENSG00000196456	ZNF775
7	150379854	150383885	ENSG00000239377	ZNF775-AS1
7	150450630	150479393	ENSG00000171115	GIMAP8
7	150243916	150323725	ENSG00000106526	ACTR3C
7	31337465	31340726	ENSG00000164600	NEUROD6
7	31687215	31708455	ENSG00000106341	PPP1R17
7	31514090	31658720	ENSG00000180347	ITPRID1
7	64942143	64942926	ENSG00000270948	MTDHP1
7	64990356	65006743	ENSG00000213462	ERV3-1
7	65023204	65023310	ENSG00000201165	RNU6-1229P
7	65038354	65074713	ENSG00000234585	CCT6P3
7	65065999	65066132	ENSG00000207344	SNORA22C
7	65070538	65070672	ENSG00000207062	SNORA15B-1
7	65084103	65100232	ENSG00000226002	GTF2IP14
7	35930158	35930264	ENSG00000200446	RNU6-1085P
7	35946294	35972587	ENSG00000226102	SEPTIN7P3
7	35971147	35971567	ENSG00000270889	PPP1R14BP4
7	64870172	64930981	ENSG00000198039	ZNF273
7	23450658	23450722	ENSG00000252590	RNU7-143P
7	23490473	23491364	ENSG00000232818	RPS2P32
7	23504780	23532041	ENSG00000164548	TRA2A
7	23585062	23586355	ENSG00000232553	CLK2P1
7	23597382	23644708	ENSG00000169193	CCDC126
7	23619333	23622826	ENSG00000227436	FCF1P1
7	23680130	23703249	ENSG00000188732	FAM221A
7	102562133	102572583	ENSG00000285437	POLR2J3
7	102579646	102616756	ENSG00000105808	RASA4
7	92084987	92134803	ENSG00000001630	CYP51A1
7	144186083	144195879	ENSG00000213214	ARHGEF35
7	92197498	92246166	ENSG00000001631	KRIT1
7	72879349	72951440	ENSG00000196313	POM121
7	27023737	27024907	ENSG00000214869	TPM3P4
7	72103181	72104209	ENSG00000228769	ABCF2P2
7	72862757	72871581	ENSG00000179994	SPDYE7P
7	73440406	73522293	ENSG00000009954	BAZ1B
7	73507208	73507274	ENSG00000252713	RNU6-1198P
7	73536356	73557690	ENSG00000106635	BCL7B
7	73593194	73624543	ENSG00000009950	MLXIPL
7	74453790	74602605	ENSG00000006704	GTF2IRD1
7	75156639	75172044	ENSG00000165178	NCF1C
7	75185385	75237696	ENSG00000277053	GTF2IP1
7	75416786	75486299	ENSG00000272391	POM121C
7	75533298	75738962	ENSG00000127946	HIP1
7	75769533	75789896	ENSG00000006606	CCL26
7	75810825	75823356	ENSG00000106178	CCL24
7	75842602	75888926	ENSG00000005486	RHBDD2
7	75899200	75986855	ENSG00000127948	POR
7	75915197	75915269	ENSG00000284334	MIR4651
7	75922755	75923443	ENSG00000235090	RPL7L1P3
7	75943782	75943916	ENSG00000201643	SNORA14A
7	75986831	75994656	ENSG00000189077	TMEM120A
7	75996338	76048004	ENSG00000127952	STYXL1
7	76048051	76067508	ENSG00000146701	MDH2
7	43866558	43869893	ENSG00000062582	MRPS24
7	43866558	43906589	ENSG00000270617	URGCP-MRPS24
7	43875894	43926411	ENSG00000106608	URGCP
7	43918697	43920054	ENSG00000237972	TUBG1P
7	43926436	43956136	ENSG00000078967	UBE2D4
7	43940895	44019175	ENSG00000214783	POLR2J4
7	44013562	44019170	ENSG00000272655	POLR2J4
7	75308718	75316804	ENSG00000286137	SPDYE14
7	76510525	76516522	ENSG00000243566	UPK3B
7	76609986	76627279	ENSG00000146707	POMZP3
7	75395063	75410996	ENSG00000178809	TRIM73
7	64666099	64711577	ENSG00000196247	ZNF107
7	47761476	47766772	ENSG00000146666	LINC00525
7	47795291	47819847	ENSG00000136275	PKD1L1-AS1
7	47963288	47979615	ENSG00000136273	HUS1
7	48035511	48061304	ENSG00000164746	C7orf57
7	47740202	47948466	ENSG00000158683	PKD1L1
7	74774011	74789315	ENSG00000158517	NCF1
7	151207837	151227166	ENSG00000285292	ABCF2-H2BE1
7	143316111	143352083	ENSG00000188037	CLCN1
7	2354086	2380745	ENSG00000106263	EIF3B
7	2527074	2527145	ENSG00000264357	MIR4648
7	2537810	2555694	ENSG00000106009	BRAT1
7	101162509	101165569	ENSG00000128564	VGF
7	11370365	11832198	ENSG00000005108	THSD7A
7	123567010	123639481	ENSG00000146809	ASB15
7	20782279	20786886	ENSG00000164651	SP8
7	127346790	127431924	ENSG00000048405	ZNF800
7	111726110	112206407	ENSG00000128512	DOCK4
7	100049774	100065040	ENSG00000166529	ZSCAN21
7	102813230	103074839	ENSG00000161040	FBXL13
7	151076624	151080866	ENSG00000164896	FASTK
7	50304068	50405101	ENSG00000185811	IKZF1
7	127610292	127618142	ENSG00000106331	PAX4
7	100574011	100586129	ENSG00000077454	LRCH4
7	66995173	67239514	ENSG00000198874	TYW1
7	5431335	5513809	ENSG00000155034	FBXL18
7	29146569	29514328	ENSG00000106069	CHN2
7	148697914	148801110	ENSG00000055130	CUL1
7	35800932	35907110	ENSG00000122545	SEPTIN7
7	116811070	116922049	ENSG00000198898	CAPZA2
7	99828013	99866093	ENSG00000021461	CYP3A43
7	144451941	144836395	ENSG00000196511	TPK1
7	3301252	4269000	ENSG00000146555	SDK1
7	16646131	16706523	ENSG00000136261	BZW2
7	23181841	23201011	ENSG00000136243	NUP42
7	32495426	32588726	ENSG00000105778	AVL9
7	66987680	66995586	ENSG00000126524	SBDS
7	94394895	94431227	ENSG00000164692	COL1A2
7	2512529	2529177	ENSG00000106003	LFNG
7	44748581	44769881	ENSG00000122515	ZMIZ2
7	99756960	99784248	ENSG00000160868	CYP3A4
7	73567537	73578791	ENSG00000106638	TBL2
7	64971772	65006684	ENSG00000152926	ZNF117
7	142749468	142753072	ENSG00000204983	PRSS1
7	107891162	107931730	ENSG00000091140	DLD
7	47987148	48029119	ENSG00000164744	SUN3
7	106654360	106661158	ENSG00000253276	CCDC71L
7	75092573	75149817	ENSG00000174428	GTF2IRD2B
7	32868172	32894131	ENSG00000170852	KBTBD2
7	12330885	12403941	ENSG00000146530	VWDE
7	44606572	44709066	ENSG00000105953	OGDH
7	108147623	108456717	ENSG00000091129	NRCAM
7	114086327	114693772	ENSG00000128573	FOXP2
7	22812628	22822849	ENSG00000196683	TOMM7
7	158730995	158830253	ENSG00000117868	ESYT2
7	56080283	56092996	ENSG00000164776	PHKG1
7	1082208	1093815	ENSG00000164850	GPER1
7	27170605	27180261	ENSG00000253293	HOXA10
7	141074064	141480380	ENSG00000261115	TMEM178B
7	142760398	142774564	ENSG00000275896	PRSS2
7	122318411	122886759	ENSG00000081803	CADPS2
7	21543039	21901839	ENSG00000105877	DNAH11
7	39950121	40099580	ENSG00000065883	CDK13
7	137874979	138002086	ENSG00000182158	CREB3L2
7	155474206	155555450	ENSG00000146910	CNPY1
7	29806486	29917061	ENSG00000122574	WIPF3
7	42909273	42912305	ENSG00000136197	C7orf25
7	87627548	87832296	ENSG00000105784	RUNDC3B
7	135361795	135510127	ENSG00000080802	CNOT4
7	149714781	149734575	ENSG00000133619	KRBA1
7	142111718	142222324	ENSG00000257743	MGAM2
7	129225030	129430211	ENSG00000158467	AHCYL2
7	6104949	6161564	ENSG00000106346	USP42
7	100352176	100367831	ENSG00000121716	PILRB
7	74027789	74069907	ENSG00000049540	ELN
7	100307702	100322196	ENSG00000214300	SPDYE3
7	105110704	105399308	ENSG00000135250	SRPK2
7	105301522	105302086	ENSG00000244490	RWDD4P1
7	105332790	105332896	ENSG00000201179	RNU6-1322P
7	104940943	105115019	ENSG00000005483	KMT2E
7	102551221	102563538	ENSG00000205238	SPDYE2
7	102650319	102662625	ENSG00000173678	SPDYE2B
7	75492320	75504316	ENSG00000170092	SPDYE5
7	73075972	73086038	ENSG00000262461	SPDYE9
7	73047862	73057911	ENSG00000275976	SPDYE11
7	74904289	74915078	ENSG00000184616	SPDYE12P
7	75280790	75289501	ENSG00000286038	SPDYE13
7	75335343	75345396	ENSG00000286014	SPDYE15
7	76531313	76543297	ENSG00000185040	SPDYE16
7	77022306	77032361	ENSG00000186645	SPDYE17
7	77050391	77062558	ENSG00000205482	SPDYE18
7	67276941	67289005	ENSG00000230358	SPDYE21
7	43997897	44010124	ENSG00000136206	SPDYE1
7	100106876	100119841	ENSG00000106290	TAF6
7	497258	520296	ENSG00000197461	PDGFA
7	561958	565619	ENSG00000229380	PRKAR1B-AS2
7	603185	608482	ENSG00000237181	PRKAR1B-AS1
7	29551521	29552151	ENSG00000270196	GTF3C6P3
7	29563835	29567293	ENSG00000176532	PRR15
7	29598795	29685255	ENSG00000225264	ZNRF2P2
7	29625870	29625983	ENSG00000223437	TMSB4XP3
7	29650227	29742594	ENSG00000227855	DPY19L2P3
7	29680734	29680828	ENSG00000212024	MIR550A3
7	35169224	35169535	ENSG00000236592	S100A11P2
7	35202430	35254100	ENSG00000164532	TBX20
7	74650231	74760692	ENSG00000263001	GTF2I
7	74796151	74851605	ENSG00000196275	GTF2IRD2
7	151012209	151024499	ENSG00000181652	ATG9B
7	151148009	151174745	ENSG00000164900	GBX1
7	290170	294422	ENSG00000248767	FOXL3
7	96481626	96709880	ENSG00000127922	SEM1
7	96858182	96859618	ENSG00000227284	MARK2P10
7	102285091	102321711	ENSG00000160999	SH2B2
7	34927292	35038271	ENSG00000173852	DPY19L1
7	34940760	34940834	ENSG00000221669	MIR548N
7	117275451	117323152	ENSG00000105989	WNT2
7	117287120	117715971	ENSG00000001626	CFTR
7	117363222	117428123	ENSG00000154438	ASZ1
7	117439982	117440780	ENSG00000214684	ANKRD49P4
7	117560733	117564676	ENSG00000232661	CFTR-AS1
7	117710651	117874139	ENSG00000077063	CTTNBP2
7	151232483	151240979	ENSG00000033100	CHPF2
7	151238421	151238538	ENSG00000284191	MIR671
7	102433106	102456825	ENSG00000160991	ORAI2
7	18086949	19002416	ENSG00000048052	HDAC9
7	73104008	73155431	ENSG00000274570	SPDYE10P
7	90154456	90164829	ENSG00000164647	STEAP1
7	90167590	90238137	ENSG00000157214	STEAP2
7	90316503	90321304	ENSG00000283267	FAM237B
7	149334024	149334857	ENSG00000215311	NPM1P12
7	149431363	149461062	ENSG00000196453	ZNF777
7	149472696	149497817	ENSG00000181220	ZNF746
7	128709061	128731743	ENSG00000135248	FAM71F1
7	95583499	95596516	ENSG00000004799	PDK4
7	95772506	96110322	ENSG00000158560	DYNC1I1
7	102345746	102356444	ENSG00000260097	SPDYE6
7	100148912	100155944	ENSG00000188186	LAMTOR4
7	6496778	6551461	ENSG00000215045	GRID2IP
7	114922094	115019917	ENSG00000135272	MDFIC
7	144266674	144269288	ENSG00000289604	CTAGE8
7	128862042	128910719	ENSG00000135253	KCP
7	73019719	73029766	ENSG00000273520	SPDYE8
7	135231979	135258663	ENSG00000146857	STRA8
7	2474728	2476894	ENSG00000275572	GRIFIN
7	102473128	102478922	ENSG00000005075	POLR2J
7	132123340	132648688	ENSG00000221866	PLXNA4
7	144183466	144186080	ENSG00000288784	CTAGE4
7	100200653	100272218	ENSG00000239521	CASTOR3
7	53655508	53811952	ENSG00000205628	LINC01446
7	103175133	103280410	ENSG00000170629	DPY19L2P2
7	99980752	99987838	ENSG00000214313	AZGP1P1
7	15688378	15696891	ENSG00000229108	LINC02587
7	54759316	54812727	ENSG00000234707	SEC61G-DT
7	149547154	149624752	ENSG00000133624	ZNF767P
7	92836367	92917188	ENSG00000237819	CDK6-AS1
7	77083681	77122332	ENSG00000214439	FAM185BP
7	63900313	63925202	ENSG00000226581	LINC02848
7	20328296	20331781	ENSG00000271133	ITGB8-AS1
7	66809993	66844888	ENSG00000230583	GTF2IRD1P1
7	96955141	97014088	ENSG00000231764	DLX6-AS1
7	124929873	125482966	ENSG00000224897	POT1-AS1
7	90119358	90128866	ENSG00000235436	DPY19L2P4
7	66376044	66493566	ENSG00000179406	LINC00174
7	150433654	150448141	ENSG00000242258	LINC00996
7	45769060	45815263	ENSG00000272556	GTF2IP13
7	67139961	67302485	ENSG00000067601	PMS2P4
7	151409161	151413354	ENSG00000243836	WDR86-AS1
7	65751037	65764225	ENSG00000228409	CCT6P1
7	35079989	35186248	ENSG00000189212	DPY19L2P1
7	75507747	75528148	ENSG00000127957	PMS2P3
7	22854126	22872952	ENSG00000228649	SNHG26
7	39404590	39406579	ENSG00000224122	POU6F2-AS1
7	67302621	67362950	ENSG00000106610	STAG3L4
7	35751856	35800949	ENSG00000228878	SEPTIN7-DT
7	102973483	102988856	ENSG00000230257	NFE4
7	143407784	143523449	ENSG00000229153	EPHA1-AS1
7	151877042	151879229	ENSG00000239911	PRKAG2-AS1
7	32916815	32943176	ENSG00000205763	RP9P
7	101299558	101301346	ENSG00000232301	LNCPRESS1
7	100300024	100336307	ENSG00000078319	PMS2P1
7	122303658	122310119	ENSG00000230316	FEZF1-AS1
7	5823128	5854439	ENSG00000235944	ZNF815P
7	45723780	45769042	ENSG00000214765	SEPTIN7P2
7	72829425	72837396	ENSG00000225648	SBDSP1
7	107739999	107744581	ENSG00000241764	CBLL1-AS1
7	100837314	100852637	ENSG00000236305	SLC12A9-AS1
7	30516309	30595286	ENSG00000196295	GARS1-DT
7	101014319	101017665	ENSG00000227053	MUC12-AS1
7	105013281	105014321	ENSG00000239569	KMT2E-AS1
7	156388922	156640654	ENSG00000182648	LINC01006
7	75410322	75416794	ENSG00000223705	NSUN5P1
7	87322943	87345552	ENSG00000182165	TP53TG1
7	38330978	38378804	ENSG00000281103	TRG-AS1
7	77657659	77696277	ENSG00000214293	APTR
7	44983019	44986961	ENSG00000232956	SNHG15
7	101562779	101569006	ENSG00000233123	LINC01007
7	104950315	105013068	ENSG00000228393	LINC01004
7	79452877	79471208	ENSG00000234456	MAGI2-AS3
7	107650260	107662204	ENSG00000233705	SLC26A4-AS1
7	75359194	75395383	ENSG00000205583	STAG3L1
7	48902556	48903891	ENSG00000229165	GDI2P1
7	48924547	48927454	ENSG00000218305	CDC14C
7	1530702	1543043	ENSG00000198517	MAFK
7	1542235	1560821	ENSG00000164855	TMEM184A
7	1567332	1571005	ENSG00000157778	PSMG3
7	1570073	1589626	ENSG00000230487	PSMG3-AS1
7	1665745	1747946	ENSG00000225968	ELFN1
8	12310962	12318316	ENSG00000232948	DEFB130A
8	7556700	7559712	ENSG00000285975	FAM90A7P
8	7990415	7997521	ENSG00000205989	DEFB109C
8	8701937	8704096	ENSG00000253958	CLDN23
8	6935820	6938306	ENSG00000164821	DEFA4
8	12172761	12175771	ENSG00000205879	FAM90A2P
8	7549053	7552062	ENSG00000248944	FAM90A6P
8	7028641	7029489	ENSG00000234178	DEFA11P
8	9136255	9151574	ENSG00000173281	PPP1R3B
8	13353401	13353530	ENSG00000253257	MTND4P7
8	17576433	17644071	ENSG00000104213	PDGFRL
8	7470308	7475082	ENSG00000177023	DEFB104B
8	7723091	7726101	ENSG00000285913	FAM90A18P
8	7298744	7355359	ENSG00000215374	FAM66B
8	9555912	9782346	ENSG00000173273	TNKS
8	7705182	7706113	ENSG00000254715	OR7E154P
8	17027238	17122642	ENSG00000155970	MICU3
8	6898878	6899468	ENSG00000250752	RPL23AP96
8	213186	232231	ENSG00000223508	RPL23AP53
8	7287392	7290402	ENSG00000215373	FAM90A5P
8	12721906	12756073	ENSG00000154359	LONRF1
8	17500012	17500605	ENSG00000279903	SLC7A2-IT1
8	1565509	1622417	ENSG00000253267	DLGAP2-AS1
8	10054292	10428891	ENSG00000175806	MSRA
8	7332387	7333979	ENSG00000230549	USP17L1
8	10474789	10475045	ENSG00000285237	PRSS52P
8	12628476	12629256	ENSG00000244289	RPS3AP35
8	7495911	7509311	ENSG00000198129	DEFB107B
8	5476548	5476966	ENSG00000240486	RPL23AP54
8	7881392	7882663	ENSG00000176797	DEFB103A
8	20934435	20934837	ENSG00000253866	TMEM97P2
8	22492631	22493044	ENSG00000254272	BTF3P3
8	7373114	7377500	ENSG00000215371	DEFB108C
8	22713251	23000000	ENSG00000134020	PEBP4
8	7055304	7056739	ENSG00000164816	DEFA5
8	21797460	21797759	ENSG00000273484	OR6R2P
8	14309033	14309672	ENSG00000214366	EIF4EP5
8	10525532	10554166	ENSG00000184647	PRSS55
8	6808517	6835524	ENSG00000275591	XKR5
8	10482878	10547585	ENSG00000253649	PRSS51
8	7768977	7771988	ENSG00000285950	FAM90A10P
8	7761330	7764340	ENSG00000285607	FAM90A9P
8	8317736	8386439	ENSG00000275342	PRAG1
8	7295014	7298024	ENSG00000233295	FAM90A20P
8	7038571	7039439	ENSG00000206042	DEFA7P
8	200385	200562	ENSG00000255464	SEPTIN14P8
8	20113343	20113672	ENSG00000242709	RPL30P9
8	7753682	7756692	ENSG00000285657	FAM90A19P
8	7976393	7977985	ENSG00000225327	USP17L3
8	7006293	7007389	ENSG00000232039	DEFT1P2
8	7264526	7267536	ENSG00000233132	FAM90A3P
8	21690398	21812357	ENSG00000168546	GFRA2
8	13083361	13604610	ENSG00000164741	DLC1
8	6950726	6951599	ENSG00000223629	DEFA8P
8	7926337	7952413	ENSG00000215356	ZNF705B
8	7143632	7143841	ENSG00000254683	SNRPCP6
8	18774547	18774918	ENSG00000244018	RPL35P6
8	12684154	12685153	ENSG00000177400	OR7E8P
8	10050485	10054254	ENSG00000260093	MSRA-DT
8	7564350	7567360	ENSG00000234749	FAM90A21P
8	14084845	15238431	ENSG00000185053	SGCZ
8	12115767	12177550	ENSG00000255052	FAM66D
8	7811720	7815716	ENSG00000186572	DEFB107A
8	20275773	20290458	ENSG00000253733	LZTS1-AS1
8	8783354	8893630	ENSG00000147324	MFHAS1
8	10764961	10839884	ENSG00000254093	PINX1
8	7934412	7938770	ENSG00000229907	DEFB108A
8	17224966	17246878	ENSG00000198791	CNOT7
8	7746034	7749044	ENSG00000285720	FAM90A17P
8	15417215	15766649	ENSG00000104723	TUSC3
8	15943127	15943532	ENSG00000226836	RPL32P19
8	17469518	17471618	ENSG00000214607	ADAM24P
8	16992181	17002345	ENSG00000078579	FGF20
8	155274	155481	ENSG00000253612	WBP1LP3
